search_id,event_type,search_text,search_text_norm,search_url,datetime_local,date,year,quarter,semester,month,month_name,year_month,week_of_year,day,hour,minute,weekday_num,weekday,weekday_short,is_weekend,part_of_week,time_band_5,time_band_display,search_length,n_words,has_number,is_question_like,language_guess,format_auto,search_count_term,is_repeat_search,search_rank_in_term,is_first_time_search,searches_that_day,searches_that_day_band,premium_start_date,premium_period,premium_period_display,topic_final
19,youtube_search,final countdown,final countdown,https://www.youtube.com/results?search_query=final+countdown,2014-02-11 20:54:48,2014-02-11,2014,Q1,S1,2,febrero,2014-02,7,11,20,54,1,martes,mar,False,entre semana,noche,Noche,15,2,False,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,deportes
20,youtube_search,tangalanga masofilaxia,tangalanga masofilaxia,https://www.youtube.com/results?search_query=tangalanga+masofilaxia,2014-02-15 00:26:34,2014-02-15,2014,Q1,S1,2,febrero,2014-02,7,15,0,26,5,sábado,sáb,True,fin de semana,madrugada,Madrugada,22,2,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,comedia / stand-up
21,youtube_search,tangalanga plomero,tangalanga plomero,https://www.youtube.com/results?search_query=tangalanga+plomero,2014-02-15 00:43:42,2014-02-15,2014,Q1,S1,2,febrero,2014-02,7,15,0,43,5,sábado,sáb,True,fin de semana,madrugada,Madrugada,18,2,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,comedia / stand-up
22,youtube_search,hola soy german,hola soy german,https://www.youtube.com/results?search_query=hola+soy+german,2014-02-27 16:44:12,2014-02-27,2014,Q1,S1,2,febrero,2014-02,9,27,16,44,3,jueves,jue,False,entre semana,tarde,Tarde,15,3,False,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,tutorial / educación
23,youtube_search,dude perfect stereotypes madden,dude perfect stereotypes madden,https://www.youtube.com/results?search_query=dude+perfect+stereotypes+madden,2014-03-21 12:45:09,2014-03-21,2014,Q1,S1,3,marzo,2014-03,12,21,12,45,4,viernes,vie,False,entre semana,mediodía,Mediodía,31,4,False,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,deportes
24,youtube_search,vevo,vevo,https://www.youtube.com/results?search_query=vevo,2014-04-05 23:30:40,2014-04-05,2014,Q2,S1,4,abril,2014-04,14,5,23,30,5,sábado,sáb,True,fin de semana,noche,Noche,4,1,False,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,música
25,youtube_search,bien ahi owin y jack,bien ahi owin y jack,https://www.youtube.com/results?search_query=bien+ahi+owin+y+jack,2014-04-09 10:02:45,2014-04-09,2014,Q2,S1,4,abril,2014-04,15,9,10,2,2,miércoles,mié,False,entre semana,mañana,Mañana,20,5,False,False,unknown,other,1,False,1,True,3,3,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
26,youtube_search,owun y jack,owun y jack,https://www.youtube.com/results?search_query=owun+y+jack,2014-04-09 10:04:37,2014-04-09,2014,Q2,S1,4,abril,2014-04,15,9,10,4,2,miércoles,mié,False,entre semana,mañana,Mañana,11,3,False,False,unknown,other,1,False,1,True,3,3,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
27,youtube_search,el villano ft owin y jack,el villano ft owin y jack,https://www.youtube.com/results?search_query=el+villano+ft+owin+y+jack,2014-04-09 10:05:31,2014-04-09,2014,Q2,S1,4,abril,2014-04,15,9,10,5,2,miércoles,mié,False,entre semana,mañana,Mañana,25,6,False,False,unknown,other,1,False,1,True,3,3,2024-06-24,pre_premium,Antes de Premium,música
28,youtube_search,roar katy perry,roar katy perry,https://www.youtube.com/results?search_query=roar+katy+perry,2014-04-18 22:22:05,2014-04-18,2014,Q2,S1,4,abril,2014-04,16,18,22,22,4,viernes,vie,False,entre semana,noche,Noche,15,3,False,False,unknown,other,1,False,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,música
29,youtube_search,roar katy perry audio,roar katy perry audio,https://www.youtube.com/results?search_query=roar+katy+perry+audio,2014-04-18 22:22:14,2014-04-18,2014,Q2,S1,4,abril,2014-04,16,18,22,22,4,viernes,vie,False,entre semana,noche,Noche,21,4,False,False,unknown,other,1,False,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,musica
30,youtube_search,get up,get up,https://www.youtube.com/results?search_query=get+up,2014-04-18 22:23:21,2014-04-18,2014,Q2,S1,4,abril,2014-04,16,18,22,23,4,viernes,vie,False,entre semana,noche,Noche,6,2,False,False,unknown,other,1,False,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,deportes
31,youtube_search,animals,animals,https://www.youtube.com/results?search_query=animals,2014-04-18 22:25:47,2014-04-18,2014,Q2,S1,4,abril,2014-04,16,18,22,25,4,viernes,vie,False,entre semana,noche,Noche,7,1,False,False,unknown,other,2,True,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,musica
32,youtube_search,animals,animals,https://www.youtube.com/results?search_query=animals,2014-04-18 23:15:04,2014-04-18,2014,Q2,S1,4,abril,2014-04,16,18,23,15,4,viernes,vie,False,entre semana,noche,Noche,7,1,False,False,unknown,other,2,True,2,False,6,6,2024-06-24,pre_premium,Antes de Premium,musica
33,youtube_search,cancion del mundial 2014,cancion del mundial 2014,https://www.youtube.com/results?search_query=cancion+del+mundial+2014,2014-04-18 23:27:37,2014-04-18,2014,Q2,S1,4,abril,2014-04,16,18,23,27,4,viernes,vie,False,entre semana,noche,Noche,24,4,True,False,unknown,other,1,False,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,música
34,youtube_search,comercial nike el que gana se queda,comercial nike el que gana se queda,https://www.youtube.com/results?search_query=comercial+nike+el+que+gana+se+queda,2014-04-26 12:36:37,2014-04-26,2014,Q2,S1,4,abril,2014-04,17,26,12,36,5,sábado,sáb,True,fin de semana,mediodía,Mediodía,35,7,False,False,spanish,other,2,True,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,deportes
35,youtube_search,comercial de pepsi 2014,comercial de pepsi 2014,https://www.youtube.com/results?search_query=comercial+de+pepsi+2014,2014-05-15 23:22:58,2014-05-15,2014,Q2,S1,5,mayo,2014-05,20,15,23,22,3,jueves,jue,False,entre semana,noche,Noche,23,4,True,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,medios / radio / streaming
36,youtube_search,comercial de pepsi 2014 wanda icardi,comercial de pepsi 2014 wanda icardi,https://www.youtube.com/results?search_query=comercial+de+pepsi+2014+wanda+icardi,2014-05-15 23:23:19,2014-05-15,2014,Q2,S1,5,mayo,2014-05,20,15,23,23,3,jueves,jue,False,entre semana,noche,Noche,36,6,True,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,medios / radio / streaming
37,youtube_search,sitting in the hall of fame,sitting in the hall of fame,https://www.youtube.com/results?search_query=sitting+in+the+hall+of+fame,2014-05-17 17:00:20,2014-05-17,2014,Q2,S1,5,mayo,2014-05,20,17,17,0,5,sábado,sáb,True,fin de semana,tarde,Tarde,27,6,False,False,english,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,música
38,youtube_search,the script,the script,https://www.youtube.com/results?search_query=the+script,2014-05-22 16:55:49,2014-05-22,2014,Q2,S1,5,mayo,2014-05,21,22,16,55,3,jueves,jue,False,entre semana,tarde,Tarde,10,2,False,False,english,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,música
39,youtube_search,hall of fame,hall of fame,https://www.youtube.com/results?search_query=hall+of+fame,2014-05-25 18:57:36,2014-05-25,2014,Q2,S1,5,mayo,2014-05,21,25,18,57,6,domingo,dom,True,fin de semana,tarde,Tarde,12,3,False,False,unknown,other,3,True,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,musica
40,youtube_search,propaganda ypf mundial 2014,propaganda ypf mundial 2014,https://www.youtube.com/results?search_query=propaganda+ypf+mundial+2014,2014-05-29 22:34:12,2014-05-29,2014,Q2,S1,5,mayo,2014-05,22,29,22,34,3,jueves,jue,False,entre semana,noche,Noche,27,4,True,False,unknown,other,1,False,1,True,3,3,2024-06-24,pre_premium,Antes de Premium,medios / radio / streaming
41,youtube_search,propaganda ypf mundial 2014 messi,propaganda ypf mundial 2014 messi,https://www.youtube.com/results?search_query=propaganda+ypf+mundial+2014+messi,2014-05-29 22:35:39,2014-05-29,2014,Q2,S1,5,mayo,2014-05,22,29,22,35,3,jueves,jue,False,entre semana,noche,Noche,33,5,True,False,unknown,other,2,True,1,True,3,3,2024-06-24,pre_premium,Antes de Premium,deportes
42,youtube_search,mirtha vs graciela alfano,mirtha vs graciela alfano,https://www.youtube.com/results?search_query=mirtha+vs+graciela+alfano,2014-05-29 23:06:31,2014-05-29,2014,Q2,S1,5,mayo,2014-05,22,29,23,6,3,jueves,jue,False,entre semana,noche,Noche,25,4,False,False,unknown,other,1,False,1,True,3,3,2024-06-24,pre_premium,Antes de Premium,compras / producto
43,youtube_search,comercial nike el que gana se queda,comercial nike el que gana se queda,https://www.youtube.com/results?search_query=comercial+nike+el+que+gana+se+queda,2014-05-31 22:10:57,2014-05-31,2014,Q2,S1,5,mayo,2014-05,22,31,22,10,5,sábado,sáb,True,fin de semana,noche,Noche,35,7,False,False,spanish,other,2,True,2,False,1,1,2024-06-24,pre_premium,Antes de Premium,deportes
44,youtube_search,happy pharrell williams,happy pharrell williams,https://www.youtube.com/results?search_query=happy+pharrell+williams,2014-06-01 03:15:08,2014-06-01,2014,Q2,S1,6,junio,2014-06,22,1,3,15,6,domingo,dom,True,fin de semana,madrugada,Madrugada,23,3,False,False,unknown,other,3,True,1,True,3,2,2024-06-24,pre_premium,Antes de Premium,tecnología
45,youtube_search,comprate un turro,comprate un turro,https://www.youtube.com/results?search_query=comprate+un+turro,2014-06-01 03:15:53,2014-06-01,2014,Q2,S1,6,junio,2014-06,22,1,3,15,6,domingo,dom,True,fin de semana,madrugada,Madrugada,17,3,False,False,unknown,other,1,False,1,True,3,2,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
46,youtube_search,propaganda ypf mundial 2014 messi,propaganda ypf mundial 2014 messi,https://www.youtube.com/results?search_query=propaganda+ypf+mundial+2014+messi,2014-06-01 19:32:42,2014-06-01,2014,Q2,S1,6,junio,2014-06,22,1,19,32,6,domingo,dom,True,fin de semana,tarde,Tarde,33,5,True,False,unknown,other,2,True,2,False,3,1,2024-06-24,pre_premium,Antes de Premium,deportes
47,youtube_search,hall of fame,hall of fame,https://www.youtube.com/results?search_query=hall+of+fame,2014-06-02 20:33:01,2014-06-02,2014,Q2,S1,6,junio,2014-06,23,2,20,33,0,lunes,lun,False,entre semana,noche,Noche,12,3,False,False,unknown,other,3,True,2,False,1,1,2024-06-24,pre_premium,Antes de Premium,musica
48,youtube_search,propaganda ole 2014,propaganda ole 2014,https://www.youtube.com/results?search_query=propaganda+ole+2014,2014-06-11 20:11:57,2014-06-11,2014,Q2,S1,6,junio,2014-06,24,11,20,11,2,miércoles,mié,False,entre semana,noche,Noche,19,3,True,False,unknown,other,2,True,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,deportes
49,youtube_search,propaganda ole 2014,propaganda ole 2014,https://www.youtube.com/results?search_query=propaganda+ole+2014,2014-06-12 14:05:04,2014-06-12,2014,Q2,S1,6,junio,2014-06,24,12,14,5,3,jueves,jue,False,entre semana,mediodía,Mediodía,19,3,True,False,unknown,other,2,True,2,False,2,2,2024-06-24,pre_premium,Antes de Premium,deportes
50,youtube_search,tyc papa,tyc papa,https://www.youtube.com/results?search_query=tyc+papa,2014-06-12 14:05:36,2014-06-12,2014,Q2,S1,6,junio,2014-06,24,12,14,5,3,jueves,jue,False,entre semana,mediodía,Mediodía,8,2,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,deportes
51,youtube_search,brasil decime que se siente,brasil decime que se siente,https://www.youtube.com/results?search_query=brasil+decime+que+se+siente,2014-06-15 18:26:56,2014-06-15,2014,Q2,S1,6,junio,2014-06,24,15,18,26,6,domingo,dom,True,fin de semana,tarde,Tarde,27,5,False,False,spanish,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,deportes
52,youtube_search,nike arriesga todo,nike arriesga todo,https://www.youtube.com/results?search_query=nike+arriesga+todo,2014-06-15 19:54:22,2014-06-15,2014,Q2,S1,6,junio,2014-06,24,15,19,54,6,domingo,dom,True,fin de semana,tarde,Tarde,18,3,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,deportes
53,youtube_search,episodio final tom y jerry,episodio final tom y jerry,https://www.youtube.com/results?search_query=episodio+final+tom+y+jerry,2014-06-21 01:47:31,2014-06-21,2014,Q2,S1,6,junio,2014-06,25,21,1,47,5,sábado,sáb,True,fin de semana,madrugada,Madrugada,26,5,False,False,unknown,series / tv,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
54,youtube_search,somewhere,somewhere,https://www.youtube.com/results?search_query=somewhere,2014-06-24 20:37:49,2014-06-24,2014,Q2,S1,6,junio,2014-06,26,24,20,37,1,martes,mar,False,entre semana,noche,Noche,9,1,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,música
55,youtube_search,somewhere only we know,somewhere only we know,https://www.youtube.com/results?search_query=somewhere+only+we+know,2014-06-24 20:37:59,2014-06-24,2014,Q2,S1,6,junio,2014-06,26,24,20,37,1,martes,mar,False,entre semana,noche,Noche,22,4,False,False,unknown,other,2,True,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,musica
56,youtube_search,romeo santos yo solo quiero darte un beso,romeo santos yo solo quiero darte un beso,https://www.youtube.com/results?search_query=romeo+santos+yo+solo+quiero+darte+un+beso,2014-06-28 16:01:12,2014-06-28,2014,Q2,S1,6,junio,2014-06,26,28,16,1,5,sábado,sáb,True,fin de semana,tarde,Tarde,41,8,False,False,unknown,other,1,False,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,música
57,youtube_search,romeo santos propuesta indecente,romeo santos propuesta indecente,https://www.youtube.com/results?search_query=romeo+santos+propuesta+indecente,2014-06-28 16:03:08,2014-06-28,2014,Q2,S1,6,junio,2014-06,26,28,16,3,5,sábado,sáb,True,fin de semana,tarde,Tarde,32,4,False,False,unknown,other,1,False,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,música
58,youtube_search,romeo santos cancioncitas de amor,romeo santos cancioncitas de amor,https://www.youtube.com/results?search_query=romeo+santos+cancioncitas+de+amor,2014-06-28 16:06:05,2014-06-28,2014,Q2,S1,6,junio,2014-06,26,28,16,6,5,sábado,sáb,True,fin de semana,tarde,Tarde,33,5,False,False,unknown,other,1,False,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,música
59,youtube_search,keane everybody's changing,keane everybody s changing,https://www.youtube.com/results?search_query=keane+everybody%27s+changing,2014-06-28 16:13:07,2014-06-28,2014,Q2,S1,6,junio,2014-06,26,28,16,13,5,sábado,sáb,True,fin de semana,tarde,Tarde,26,3,False,False,unknown,other,3,True,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,musica
60,youtube_search,keane bedshaped,keane bedshaped,https://www.youtube.com/results?search_query=keane+bedshaped,2014-06-28 16:17:20,2014-06-28,2014,Q2,S1,6,junio,2014-06,26,28,16,17,5,sábado,sáb,True,fin de semana,tarde,Tarde,15,2,False,False,unknown,other,1,False,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,musica
61,youtube_search,primer gol de james rodriguez,primer gol de james rodriguez,https://www.youtube.com/results?search_query=primer+gol+de+james+rodriguez,2014-06-28 18:44:03,2014-06-28,2014,Q2,S1,6,junio,2014-06,26,28,18,44,5,sábado,sáb,True,fin de semana,tarde,Tarde,29,5,False,False,unknown,other,1,False,1,True,6,6,2024-06-24,pre_premium,Antes de Premium,deportes
62,youtube_search,el huevo no se rompe,el huevo no se rompe,https://www.youtube.com/results?search_query=el+huevo+no+se+rompe,2014-07-02 22:37:06,2014-07-02,2014,Q3,S2,7,julio,2014-07,27,2,22,37,2,miércoles,mié,False,entre semana,noche,Noche,20,5,False,False,unknown,other,1,False,1,True,4,4,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
63,youtube_search,propaganda volkswagen up,propaganda volkswagen up,https://www.youtube.com/results?search_query=propaganda+volkswagen+up,2014-07-02 23:15:02,2014-07-02,2014,Q3,S2,7,julio,2014-07,27,2,23,15,2,miércoles,mié,False,entre semana,noche,Noche,24,3,False,False,unknown,other,1,False,1,True,4,4,2024-06-24,pre_premium,Antes de Premium,medios / radio / streaming
64,youtube_search,Dream a little crazy de Architecture in Helsink,dream a little crazy de architecture in helsink,https://www.youtube.com/results?search_query=Dream+a+little+crazy+de+Architecture+in+Helsink,2014-07-02 23:16:22,2014-07-02,2014,Q3,S2,7,julio,2014-07,27,2,23,16,2,miércoles,mié,False,entre semana,noche,Noche,47,8,False,False,unknown,other,1,False,1,True,4,4,2024-06-24,pre_premium,Antes de Premium,música
65,youtube_search,yo solo quiero darte un beso prince royce,yo solo quiero darte un beso prince royce,https://www.youtube.com/results?search_query=yo+solo+quiero+darte+un+beso+prince+royce,2014-07-02 23:19:45,2014-07-02,2014,Q3,S2,7,julio,2014-07,27,2,23,19,2,miércoles,mié,False,entre semana,noche,Noche,41,8,False,False,unknown,other,1,False,1,True,4,4,2024-06-24,pre_premium,Antes de Premium,música
66,youtube_search,dream a little crazy,dream a little crazy,https://www.youtube.com/results?search_query=dream+a+little+crazy,2014-07-03 00:01:22,2014-07-03,2014,Q3,S2,7,julio,2014-07,27,3,0,1,3,jueves,jue,False,entre semana,madrugada,Madrugada,20,4,False,False,unknown,other,3,True,1,True,7,2,2024-06-24,pre_premium,Antes de Premium,musica
67,youtube_search,prince royce yo solo quiero darte un beso,prince royce yo solo quiero darte un beso,https://www.youtube.com/results?search_query=prince+royce+yo+solo+quiero+darte+un+beso,2014-07-03 00:08:50,2014-07-03,2014,Q3,S2,7,julio,2014-07,27,3,0,8,3,jueves,jue,False,entre semana,madrugada,Madrugada,41,8,False,False,unknown,other,2,True,1,True,7,2,2024-06-24,pre_premium,Antes de Premium,música
68,youtube_search,prince royce yo solo quiero darte un beso,prince royce yo solo quiero darte un beso,https://www.youtube.com/results?search_query=prince+royce+yo+solo+quiero+darte+un+beso,2014-07-03 13:01:18,2014-07-03,2014,Q3,S2,7,julio,2014-07,27,3,13,1,3,jueves,jue,False,entre semana,mediodía,Mediodía,41,8,False,False,unknown,other,2,True,2,False,7,3,2024-06-24,pre_premium,Antes de Premium,música
69,youtube_search,dream a little crazy,dream a little crazy,https://www.youtube.com/results?search_query=dream+a+little+crazy,2014-07-03 13:05:33,2014-07-03,2014,Q3,S2,7,julio,2014-07,27,3,13,5,3,jueves,jue,False,entre semana,mediodía,Mediodía,20,4,False,False,unknown,other,3,True,2,False,7,3,2024-06-24,pre_premium,Antes de Premium,musica
70,youtube_search,keane everybody's changing,keane everybody s changing,https://www.youtube.com/results?search_query=keane+everybody%27s+changing,2014-07-03 13:10:50,2014-07-03,2014,Q3,S2,7,julio,2014-07,27,3,13,10,3,jueves,jue,False,entre semana,mediodía,Mediodía,26,3,False,False,unknown,other,3,True,2,False,7,3,2024-06-24,pre_premium,Antes de Premium,musica
71,youtube_search,dream a little crazy,dream a little crazy,https://www.youtube.com/results?search_query=dream+a+little+crazy,2014-07-03 22:09:19,2014-07-03,2014,Q3,S2,7,julio,2014-07,27,3,22,9,3,jueves,jue,False,entre semana,noche,Noche,20,4,False,False,unknown,other,3,True,3,False,7,2,2024-06-24,pre_premium,Antes de Premium,musica
72,youtube_search,yo solo quiero darte uj beso,yo solo quiero darte uj beso,https://www.youtube.com/results?search_query=yo+solo+quiero+darte+uj+beso,2014-07-03 23:10:20,2014-07-03,2014,Q3,S2,7,julio,2014-07,27,3,23,10,3,jueves,jue,False,entre semana,noche,Noche,28,6,False,False,unknown,other,4,True,1,True,7,2,2024-06-24,pre_premium,Antes de Premium,musica
73,youtube_search,serena williams borracha,serena williams borracha,https://www.youtube.com/results?search_query=serena+williams+borracha,2014-07-04 20:23:04,2014-07-04,2014,Q3,S2,7,julio,2014-07,27,4,20,23,4,viernes,vie,False,entre semana,noche,Noche,24,3,False,False,unknown,other,3,True,1,True,7,7,2024-06-24,pre_premium,Antes de Premium,deportes
